,Grouped Route IDs,Route ID,From ID,From - Common Name,From - Longitude,From - Latitude,To ID,To - Common Name,To - Longitude,To - Latitude
83,rsf_0001,rl_0001_5,450018362,Halfpenny Lane Ryder Close,-1.323129,53.690080,450018364,Halfpenny Lane St Giles Avenue,-1.327239,53.688737
85,rsf_0001,rl_0001_6,450018364,Halfpenny Lane St Giles Avenue,-1.327239,53.688737,450050616,Minden Close Halfpenny Lane,-1.327820,53.687410
87,rsf_0001,rl_0001_7,450050616,Minden Close Halfpenny Lane,-1.327820,53.687410,450018368,Love Lane St Oswalds Avenue,-1.324600,53.688048
89,rsf_0001,rl_0001_8,450018368,Love Lane St Oswalds Avenue,-1.324600,53.688048,450026069,Beechwood Avenue Beechwood,-1.321709,53.687960
91,rsf_0001,rl_0001_9,450026069,Beechwood Avenue Beechwood,-1.321709,53.687960,450018276,Wakefield Road Kings Mead,-1.322914,53.686447
93,rsf_0001,rl_0001_10,450018276,Wakefield Road Kings Mead,-1.322914,53.686447,450018277,Wakefield Road Queens Avenue,-1.325554,53.685186
95,rsf_0001,rl_0001_11,450018277,Wakefield Road Queens Avenue,-1.325554,53.685186,450018390,Wakefield Road Osgoldcross Crematorium,-1.332988,53.681363
97,rsf_0001,rl_0001_12,450018390,Wakefield Road Osgoldcross Crematorium,-1.332988,53.681363,450018391,Pontefract Road Purston Jaglin,-1.337371,53.679005
99,rsf_0001,rl_0001_13,450018391,Pontefract Road Purston Jaglin,-1.337371,53.679005,450018393,Pontefract Road Houndhill Lane,-1.341057,53.676617
101,rsf_0001,rl_0001_14,450018393,Pontefract Road Houndhill Lane,-1.341057,53.676617,450018394,Pontefract Road Sports Centre,-1.345145,53.674608
103,rsf_0001,rl_0001_15,450018394,Pontefract Road Sports Centre,-1.345145,53.674608,450018397,Pontefract Road Little Lane,-1.348908,53.674008
105,rsf_0001,rl_0001_16,450018397,Pontefract Road Little Lane,-1.348908,53.674008,450018399,Pontefract Road Ackworth Road,-1.352507,53.674234
107,rsf_0001,rl_0001_17,450018399,Pontefract Road Ackworth Road,-1.352507,53.674234,450018400,F6 Pontefract Road,-1.357304,53.674386
109,rsf_0001,rl_0001_18,450018400,F6 Pontefract Road,-1.357304,53.674386,450018213,F4 Station Lane Fearnley Street,-1.359054,53.675743
1,rsf_0001,rl_0001_19,450018213,F4 Station Lane Fearnley Street,-1.359054,53.675743,450018215,Station Lane Featherstone Station,-1.358529,53.678437
3,rsf_0001,rl_0001_20,450018215,Station Lane Featherstone Station,-1.358529,53.678437,450018218,Station Lane Cedar Walk,-1.358892,53.680443
5,rsf_0001,rl_0001_21,450018218,Station Lane Cedar Walk,-1.358892,53.680443,450018219,Green Lane Market Street,-1.357645,53.681776
7,rsf_0001,rl_0001_22,450018219,Green Lane Market Street,-1.357645,53.681776,450018222,Featherstone Lane Dickinson Terrace,-1.353656,53.683256
9,rsf_0001,rl_0001_23,450018222,Featherstone Lane Dickinson Terrace,-1.353656,53.683256,450018224,Featherstone Lane Dixon Street,-1.354094,53.685325
11,rsf_0001,rl_0001_24,450018224,Featherstone Lane Dixon Street,-1.354094,53.685325,450018226,Featherstone Lane Halton Street,-1.354581,53.687117
13,rsf_0001,rl_0001_25,450018226,Featherstone Lane Halton Street,-1.354581,53.687117,450018228,Featherstone Lane Highfield Close,-1.357178,53.690627
15,rsf_0001,rl_0001_26,450018228,Featherstone Lane Highfield Close,-1.357178,53.690627,450027288,Ackton Lane Waldenhowe Close,-1.359522,53.692824
18,rsf_0001,rl_0001_27,450027288,Ackton Lane Waldenhowe Close,-1.359522,53.692824,450018298,Ackton Lane Fairfax Avenue,-1.363227,53.693140
21,rsf_0001,rl_0001_28,450018298,Ackton Lane Fairfax Avenue,-1.363227,53.693140,450018300,Ackton Lane Ackton Close,-1.375671,53.692451
24,rsf_0001,rl_0001_29,450018300,Ackton Lane Ackton Close,-1.375671,53.692451,450017777,Ackton Hall Crescent Warren Drive,-1.376614,53.690109
27,rsf_0001,rl_0001_30,450017777,Ackton Hall Crescent Warren Drive,-1.376614,53.690109,450017775,West End Ave Throstle Crest,-1.377373,53.691039
30,rsf_0001,rl_0001_31,450017775,West End Ave Throstle Crest,-1.377373,53.691039,450018299,Ackton Lane Ackton Close,-1.375306,53.692538
33,rsf_0001,rl_0001_32,450018299,Ackton Lane Ackton Close,-1.375306,53.692538,450028934,Ackton Lane Fairfax Avenue,-1.363044,53.693274
36,rsf_0001,rl_0001_33,450028934,Ackton Lane Fairfax Avenue,-1.363044,53.693274,450018297,Ackton Lane Waldenhowe Close,-1.359823,53.692906
39,rsf_0001,rl_0001_34,450018297,Ackton Lane Waldenhowe Close,-1.359823,53.692906,450018229,Willow Lane Willow Garth,-1.358874,53.693611
42,rsf_0001,rl_0001_35,450018229,Willow Lane Willow Garth,-1.358874,53.693611,450018230,Cutsyke Road Church Lane,-1.361248,53.695844
44,rsf_0001,rl_0001_36,450018230,Cutsyke Road Church Lane,-1.361248,53.695844,450026333,Cutsyke Road Cemetery,-1.363746,53.697925
46,rsf_0001,rl_0001_37,450026333,Cutsyke Road Cemetery,-1.363746,53.697925,450018234,Cutsyke Road Castleford Lane,-1.368003,53.706953
48,rsf_0001,rl_0001_38,450018234,Cutsyke Road Castleford Lane,-1.368003,53.706953,450029629,Cutsyke Road Blenheim Way,-1.367495,53.710537
50,rsf_0001,rl_0001_39,450029629,Cutsyke Road Blenheim Way,-1.367495,53.710537,450018236,Aketon Road WMC,-1.365554,53.713646
52,rsf_0001,rl_0001_40,450018236,Aketon Road WMC,-1.365554,53.713646,450014636,Leeds Road Old School Ct,-1.360571,53.714509
54,rsf_0001,rl_0001_41,450014636,Leeds Road Old School Ct,-1.360571,53.714509,450014637,Leeds Road Barnes Road,-1.356178,53.714494
56,rsf_0001,rl_0001_42,450014637,Leeds Road Barnes Road,-1.356178,53.714494,450014656,Barnes Road Leeds Road,-1.354332,53.715284
58,rsf_0001,rl_0001_43,450014656,Barnes Road Leeds Road,-1.354332,53.715284,450023361,Falcon Dr Teal Close,-1.356306,53.716032
60,rsf_0001,rl_0001_44,450023361,Falcon Dr Teal Close,-1.356306,53.716032,450023359,Falcon Drive Gannett Close,-1.358163,53.716429
62,rsf_0001,rl_0001_45,450023359,Falcon Drive Gannett Close,-1.358163,53.716429,450028119,Falcon Drive Fulmar Road,-1.358979,53.717574
64,rsf_0001,rl_0001_46,450028119,Falcon Drive Fulmar Road,-1.358979,53.717574,450023357,John Street Beancroft Street,-1.359383,53.718961
66,rsf_0001,rl_0001_47,450023357,John Street Beancroft Street,-1.359383,53.718961,450051264,Beancroft Street,-1.356157,53.719797
68,rsf_0001,rl_0001_48,450051264,Beancroft Street,-1.356157,53.719797,450014653,Beancroft Road Hugh Street,-1.355670,53.721943
70,rsf_0001,rl_0001_49,450014653,Beancroft Road Hugh Street,-1.355670,53.721943,450023668,Beancroft Road Cambridge Street,-1.355751,53.723552
72,rsf_0001,rl_0001_50,450023668,Beancroft Road Cambridge Street,-1.355751,53.723552,450018668,S1 Station Road,-1.353494,53.725446
74,rsf_0001,rl_0001_51,450018668,S1 Station Road,-1.353494,53.725446,450030332,Castleford Bus Station A,-1.357399,53.724837
76,rsf_0002,rl_0002_1,450030267,Stand J Pontefract Bus Station,-1.308757,53.692919,450018305,Stuart Road Finkle Street,-1.311911,53.692677
78,rsf_0002,rl_0002_2,450018305,Stuart Road Finkle Street,-1.311911,53.692677,450018302,Stuart Road Newport Street,-1.316987,53.693452
80,rsf_0002,rl_0002_3,450018302,Stuart Road Newport Street,-1.316987,53.693452,450018361,Halfpenny Lane Camp Mount,-1.319059,53.691747
82,rsf_0002,rl_0002_4,450018361,Halfpenny Lane Camp Mount,-1.319059,53.691747,450018362,Halfpenny Lane Ryder Close,-1.323129,53.690080
84,rsf_0002,rl_0002_5,450018362,Halfpenny Lane Ryder Close,-1.323129,53.690080,450018364,Halfpenny Lane St Giles Avenue,-1.327239,53.688737
86,rsf_0002,rl_0002_6,450018364,Halfpenny Lane St Giles Avenue,-1.327239,53.688737,450050616,Minden Close Halfpenny Lane,-1.327820,53.687410
88,rsf_0002,rl_0002_7,450050616,Minden Close Halfpenny Lane,-1.327820,53.687410,450018368,Love Lane St Oswalds Avenue,-1.324600,53.688048
90,rsf_0002,rl_0002_8,450018368,Love Lane St Oswalds Avenue,-1.324600,53.688048,450026069,Beechwood Avenue Beechwood,-1.321709,53.687960
92,rsf_0002,rl_0002_9,450026069,Beechwood Avenue Beechwood,-1.321709,53.687960,450018276,Wakefield Road Kings Mead,-1.322914,53.686447
94,rsf_0002,rl_0002_10,450018276,Wakefield Road Kings Mead,-1.322914,53.686447,450018277,Wakefield Road Queens Avenue,-1.325554,53.685186
96,rsf_0002,rl_0002_11,450018277,Wakefield Road Queens Avenue,-1.325554,53.685186,450018390,Wakefield Road Osgoldcross Crematorium,-1.332988,53.681363
98,rsf_0002,rl_0002_12,450018390,Wakefield Road Osgoldcross Crematorium,-1.332988,53.681363,450018391,Pontefract Road Purston Jaglin,-1.337371,53.679005
100,rsf_0002,rl_0002_13,450018391,Pontefract Road Purston Jaglin,-1.337371,53.679005,450018393,Pontefract Road Houndhill Lane,-1.341057,53.676617
102,rsf_0002,rl_0002_14,450018393,Pontefract Road Houndhill Lane,-1.341057,53.676617,450018394,Pontefract Road Sports Centre,-1.345145,53.674608
104,rsf_0002,rl_0002_15,450018394,Pontefract Road Sports Centre,-1.345145,53.674608,450018397,Pontefract Road Little Lane,-1.348908,53.674008
106,rsf_0002,rl_0002_16,450018397,Pontefract Road Little Lane,-1.348908,53.674008,450018399,Pontefract Road Ackworth Road,-1.352507,53.674234
108,rsf_0002,rl_0002_17,450018399,Pontefract Road Ackworth Road,-1.352507,53.674234,450018400,F6 Pontefract Road,-1.357304,53.674386
110,rsf_0002,rl_0002_18,450018400,F6 Pontefract Road,-1.357304,53.674386,450018213,F4 Station Lane Fearnley Street,-1.359054,53.675743
111,rsf_0003,rl_0003_1,450018214,F3 Station Lane Crossley Street,-1.358644,53.676820,450017711,F5 Pontefract Road Brookway,-1.357317,53.674530
113,rsf_0003,rl_0003_2,450017711,F5 Pontefract Road Brookway,-1.357317,53.674530,450018398,Pontefract Road Hall Street,-1.351676,53.674176
115,rsf_0003,rl_0003_3,450018398,Pontefract Road Hall Street,-1.351676,53.674176,450018396,Pontefract Road Little Lane,-1.348511,53.674257
117,rsf_0003,rl_0003_4,450018396,Pontefract Road Little Lane,-1.348511,53.674257,450018395,Pontefract Road Purston Sports Centre,-1.345537,53.674682
119,rsf_0003,rl_0003_5,450018395,Pontefract Road Purston Sports Centre,-1.345537,53.674682,450018392,Pontefract Road Houndhill Lane,-1.340322,53.677134
121,rsf_0003,rl_0003_6,450018392,Pontefract Road Houndhill Lane,-1.340322,53.677134,450025260,Pontefract Road Monkroyd Cottage,-1.337550,53.679168
123,rsf_0003,rl_0003_7,450025260,Pontefract Road Monkroyd Cottage,-1.337550,53.679168,450023834,Wakefield Road Osgoldcross Crematorium,-1.332177,53.681960
125,rsf_0003,rl_0003_8,450023834,Wakefield Road Osgoldcross Crematorium,-1.332177,53.681960,450018278,Wakefield Road Queens Avenue,-1.325827,53.685188
127,rsf_0003,rl_0003_9,450018278,Wakefield Road Queens Avenue,-1.325827,53.685188,450018275,Wakefield Road Drivers Row,-1.323263,53.686414
129,rsf_0003,rl_0003_10,450018275,Wakefield Road Drivers Row,-1.323263,53.686414,450018274,Wakefield Road Beechwood Crescent,-1.321388,53.687185
131,rsf_0003,rl_0003_11,450018274,Wakefield Road Beechwood Crescent,-1.321388,53.687185,450026068,Beechwood Avenue Beechwood,-1.322056,53.688025
133,rsf_0003,rl_0003_12,450026068,Beechwood Avenue Beechwood,-1.322056,53.688025,450026474,Love Lane Oswalds Avenue,-1.324768,53.687923
135,rsf_0003,rl_0003_13,450026474,Love Lane Oswalds Avenue,-1.324768,53.687923,450018366,Minden Close Halfpenny Lane,-1.327928,53.687330
137,rsf_0003,rl_0003_14,450018366,Minden Close Halfpenny Lane,-1.327928,53.687330,450018365,Halfpenny Lane St Giles Avenue,-1.327480,53.688792
139,rsf_0003,rl_0003_15,450018365,Halfpenny Lane St Giles Avenue,-1.327480,53.688792,450018363,Halfpenny Lane Park Place,-1.324773,53.689532
141,rsf_0003,rl_0003_16,450018363,Halfpenny Lane Park Place,-1.324773,53.689532,450027890,Halfpenny Lane Ryder Close,-1.323554,53.690019
143,rsf_0003,rl_0003_17,450027890,Halfpenny Lane Ryder Close,-1.323554,53.690019,450050613,Halfpenny Lane Camp Mount,-1.319118,53.691801
145,rsf_0003,rl_0003_18,450050613,Halfpenny Lane Camp Mount,-1.319118,53.691801,450018303,Stuart Road Colonels Walk,-1.316136,53.693636
147,rsf_0003,rl_0003_19,450018303,Stuart Road Colonels Walk,-1.316136,53.693636,450018304,Stuart Road Colonels Walk,-1.312015,53.692785
149,rsf_0003,rl_0003_20,450018304,Stuart Road Colonels Walk,-1.312015,53.692785,450030267,Stand J Pontefract Bus Station,-1.308757,53.692919
151,rsf_0004,rl_0004_1,450030332,Castleford Bus Station A,-1.357399,53.724837,450018667,S2 Station Road,-1.353178,53.725345
152,rsf_0004,rl_0004_2,450018667,S2 Station Road,-1.353178,53.725345,450018682,Lower Oxford Street Beancroft Road,-1.355184,53.723010
153,rsf_0004,rl_0004_3,450018682,Lower Oxford Street Beancroft Road,-1.355184,53.723010,450014654,Beancroft Road Hugh Street,-1.355550,53.721879
154,rsf_0004,rl_0004_4,450014654,Beancroft Road Hugh Street,-1.355550,53.721879,450023355,Beancroft Street Beancroft Road,-1.356128,53.719734
155,rsf_0004,rl_0004_5,450023355,Beancroft Street Beancroft Road,-1.356128,53.719734,450023356,Beancroft Street Leaf Street,-1.358650,53.719325
156,rsf_0004,rl_0004_6,450023356,Beancroft Street Leaf Street,-1.358650,53.719325,450023358,Falcon Drive Fulmar Road,-1.358799,53.717475
157,rsf_0004,rl_0004_7,450023358,Falcon Drive Fulmar Road,-1.358799,53.717475,450023360,Falcon Drive Gannett Close,-1.357801,53.716373
158,rsf_0004,rl_0004_8,450023360,Falcon Drive Gannett Close,-1.357801,53.716373,450023362,Falcon Dr Sheldrake Road,-1.355986,53.716147
159,rsf_0004,rl_0004_9,450023362,Falcon Dr Sheldrake Road,-1.355986,53.716147,450014655,Barnes Road Quarry Court,-1.354267,53.715545
160,rsf_0004,rl_0004_10,450014655,Barnes Road Quarry Court,-1.354267,53.715545,450025739,Leeds Road Barnes Road,-1.356148,53.714422
161,rsf_0004,rl_0004_11,450025739,Leeds Road Barnes Road,-1.356148,53.714422,450025240,Leeds Road Old School Court,-1.360119,53.714390
162,rsf_0004,rl_0004_12,450025240,Leeds Road Old School Court,-1.360119,53.714390,450014635,Leeds Road Granville Street,-1.362874,53.714521
163,rsf_0004,rl_0004_13,450014635,Leeds Road Granville Street,-1.362874,53.714521,450018235,Aketon Road WMC,-1.366076,53.713190
164,rsf_0004,rl_0004_14,450018235,Aketon Road WMC,-1.366076,53.713190,450029628,Cutsyke Road Blenheim Way,-1.367467,53.709332
165,rsf_0004,rl_0004_15,450029628,Cutsyke Road Blenheim Way,-1.367467,53.709332,450050590,Cutsyke Road Castleford Lane,-1.367837,53.706943
166,rsf_0004,rl_0004_16,450050590,Cutsyke Road Castleford Lane,-1.367837,53.706943,450018233,Cutsyke Road Cemetery,-1.363355,53.697752
167,rsf_0004,rl_0004_17,450018233,Cutsyke Road Cemetery,-1.363355,53.697752,450018231,Willow Lane Church Lane,-1.361125,53.695960
16,rsf_0004,rl_0004_18,450018231,Willow Lane Church Lane,-1.361125,53.695960,450027288,Ackton Lane Waldenhowe Close,-1.359522,53.692824
19,rsf_0004,rl_0004_19,450027288,Ackton Lane Waldenhowe Close,-1.359522,53.692824,450018298,Ackton Lane Fairfax Avenue,-1.363227,53.693140
22,rsf_0004,rl_0004_20,450018298,Ackton Lane Fairfax Avenue,-1.363227,53.693140,450018300,Ackton Lane Ackton Close,-1.375671,53.692451
25,rsf_0004,rl_0004_21,450018300,Ackton Lane Ackton Close,-1.375671,53.692451,450017777,Ackton Hall Crescent Warren Drive,-1.376614,53.690109
28,rsf_0004,rl_0004_22,450017777,Ackton Hall Crescent Warren Drive,-1.376614,53.690109,450017775,West End Ave Throstle Crest,-1.377373,53.691039
31,rsf_0004,rl_0004_23,450017775,West End Ave Throstle Crest,-1.377373,53.691039,450018299,Ackton Lane Ackton Close,-1.375306,53.692538
34,rsf_0004,rl_0004_24,450018299,Ackton Lane Ackton Close,-1.375306,53.692538,450028934,Ackton Lane Fairfax Avenue,-1.363044,53.693274
37,rsf_0004,rl_0004_25,450028934,Ackton Lane Fairfax Avenue,-1.363044,53.693274,450018297,Ackton Lane Waldenhowe Close,-1.359823,53.692906
40,rsf_0004,rl_0004_26,450018297,Ackton Lane Waldenhowe Close,-1.359823,53.692906,450018227,Featherstone Lane Highfield Close,-1.356833,53.690364
168,rsf_0004,rl_0004_27,450018227,Featherstone Lane Highfield Close,-1.356833,53.690364,450018225,Featherstone Lane Carlton Street,-1.354283,53.686818
169,rsf_0004,rl_0004_28,450018225,Featherstone Lane Carlton Street,-1.354283,53.686818,450023711,Featherstone Lane Gordon Street,-1.353888,53.684929
170,rsf_0004,rl_0004_29,450023711,Featherstone Lane Gordon Street,-1.353888,53.684929,450018221,Green Lane Jardine Avenue,-1.354093,53.682413
171,rsf_0004,rl_0004_30,450018221,Green Lane Jardine Avenue,-1.354093,53.682413,450018220,Green Lane Market Street,-1.357647,53.681641
172,rsf_0004,rl_0004_31,450018220,Green Lane Market Street,-1.357647,53.681641,450018217,Station Lane Cedar Walk,-1.358625,53.680109
173,rsf_0004,rl_0004_32,450018217,Station Lane Cedar Walk,-1.358625,53.680109,450018216,Station Lane Featherstone Station,-1.358347,53.678436
174,rsf_0004,rl_0004_33,450018216,Station Lane Featherstone Station,-1.358347,53.678436,450018214,F3 Station Lane Crossley Street,-1.358644,53.676820
112,rsf_0004,rl_0004_34,450018214,F3 Station Lane Crossley Street,-1.358644,53.676820,450017711,F5 Pontefract Road Brookway,-1.357317,53.674530
114,rsf_0004,rl_0004_35,450017711,F5 Pontefract Road Brookway,-1.357317,53.674530,450018398,Pontefract Road Hall Street,-1.351676,53.674176
116,rsf_0004,rl_0004_36,450018398,Pontefract Road Hall Street,-1.351676,53.674176,450018396,Pontefract Road Little Lane,-1.348511,53.674257
118,rsf_0004,rl_0004_37,450018396,Pontefract Road Little Lane,-1.348511,53.674257,450018395,Pontefract Road Purston Sports Centre,-1.345537,53.674682
120,rsf_0004,rl_0004_38,450018395,Pontefract Road Purston Sports Centre,-1.345537,53.674682,450018392,Pontefract Road Houndhill Lane,-1.340322,53.677134
122,rsf_0004,rl_0004_39,450018392,Pontefract Road Houndhill Lane,-1.340322,53.677134,450025260,Pontefract Road Monkroyd Cottage,-1.337550,53.679168
124,rsf_0004,rl_0004_40,450025260,Pontefract Road Monkroyd Cottage,-1.337550,53.679168,450023834,Wakefield Road Osgoldcross Crematorium,-1.332177,53.681960
126,rsf_0004,rl_0004_41,450023834,Wakefield Road Osgoldcross Crematorium,-1.332177,53.681960,450018278,Wakefield Road Queens Avenue,-1.325827,53.685188
128,rsf_0004,rl_0004_42,450018278,Wakefield Road Queens Avenue,-1.325827,53.685188,450018275,Wakefield Road Drivers Row,-1.323263,53.686414
130,rsf_0004,rl_0004_43,450018275,Wakefield Road Drivers Row,-1.323263,53.686414,450018274,Wakefield Road Beechwood Crescent,-1.321388,53.687185
132,rsf_0004,rl_0004_44,450018274,Wakefield Road Beechwood Crescent,-1.321388,53.687185,450026068,Beechwood Avenue Beechwood,-1.322056,53.688025
134,rsf_0004,rl_0004_45,450026068,Beechwood Avenue Beechwood,-1.322056,53.688025,450026474,Love Lane Oswalds Avenue,-1.324768,53.687923
136,rsf_0004,rl_0004_46,450026474,Love Lane Oswalds Avenue,-1.324768,53.687923,450018366,Minden Close Halfpenny Lane,-1.327928,53.687330
138,rsf_0004,rl_0004_47,450018366,Minden Close Halfpenny Lane,-1.327928,53.687330,450018365,Halfpenny Lane St Giles Avenue,-1.327480,53.688792
140,rsf_0004,rl_0004_48,450018365,Halfpenny Lane St Giles Avenue,-1.327480,53.688792,450018363,Halfpenny Lane Park Place,-1.324773,53.689532
142,rsf_0004,rl_0004_49,450018363,Halfpenny Lane Park Place,-1.324773,53.689532,450027890,Halfpenny Lane Ryder Close,-1.323554,53.690019
144,rsf_0004,rl_0004_50,450027890,Halfpenny Lane Ryder Close,-1.323554,53.690019,450050613,Halfpenny Lane Camp Mount,-1.319118,53.691801
146,rsf_0004,rl_0004_51,450050613,Halfpenny Lane Camp Mount,-1.319118,53.691801,450018303,Stuart Road Colonels Walk,-1.316136,53.693636
148,rsf_0004,rl_0004_52,450018303,Stuart Road Colonels Walk,-1.316136,53.693636,450018304,Stuart Road Colonels Walk,-1.312015,53.692785
150,rsf_0004,rl_0004_53,450018304,Stuart Road Colonels Walk,-1.312015,53.692785,450030267,Stand J Pontefract Bus Station,-1.308757,53.692919
